22.6641902152,120.485239,0.4686,2
22.65845875,120.4790742,0.4344,2
22.6585435,120.48458309,0.438,2
22.66243055,120.47739705,0.4592,2
22.66341735,120.48073144,0.2394,2
22.6607615652,120.4791455,0.279,2
22.67005295,120.47362913,0.1612,2
22.6709578901,120.473756805,0.0905,2
22.67164625,120.47398218,0.1047,2
22.6673803,120.473025715,0.4454,2
22.6683671,120.476360105,0.4811,2
24.1757815401,120.70075809,0.4351,2
24.1775747053,120.69311329,0.39,2
22.6439754053,120.319050665,0.1826,2
23.7579167,120.68585005,0.2538,2
23.7583268,120.6842279,0.3739,2
23.75624065,120.68594335,0.0844,2
23.0388757303,120.315886855,0.1711,2
24.8076578152,120.968879615,0.3136,2
24.8111339,120.96666095,0.3122,2
24.8059926,120.96743184,0.3117,2
24.80812755,120.96350525,0.2433,2
24.80490405,120.96319625,0.4767,2
22.6181747,120.3096231,0.3143,2
22.617273,120.315424815,0.3709,2
24.0094154402,121.61551744,0.1525,2
25.0052264,121.50897315,0.3767,2
22.6439297651,120.41661155,0.4336,2
25.1257005902,121.74187729,0.4322,2
24.7397518401,121.095039355,0.3617,2
24.8103736151,120.969649065,0.4472,2
24.8105423553,120.973122555,0.4251,2
24.8052323152,120.970419955,0.2361,2
24.8063201053,120.974225305,0.2467,2
22.5562195053,120.53837529,0.3204,2
22.5506099401,120.5393805,0.483,2
22.5571892303,120.53825095,0.4039,2
22.5536521053,120.540404665,0.4113,2
22.5504100401,120.535076015,0.4206,2
22.5548228901,120.5381937,0.2052,2
22.5503958803,120.53653075,0.399,2
22.5513015303,120.53772804,0.327,2
22.6684009803,120.4889406,0.1687,2
22.6689216553,120.48816224,0.2327,2
22.6661254651,120.48422324,0.471,2
22.6695102053,120.489126,0.2936,2
22.6692246553,120.48983859,0.2829,2
22.6701676303,120.49190855,0.4889,2
22.5594297553,120.54020664,0.1087,2
22.5558926303,120.542360355,0.3538,2
22.5570634152,120.54014939,0.1566,2
22.5589410152,120.54469874,0.4522,2
22.5605195151,120.54101583,0.2398,2
22.5580633553,120.542950255,0.2729,2
24.6793564803,121.77394698,0.2056,2
22.5502830651,120.543365565,0.3546,2
22.5440038,120.54377615,0.3894,2
22.5471122152,120.5439852,0.1696,2
22.547041,120.538036915,0.4431,2
22.55145385,120.5411546,0.4846,2
22.5469193901,120.544382015,0.2128,2
22.5439732401,120.543715415,0.3902,2
22.5452013651,120.53880685,0.4285,2
22.5470268402,120.53949165,0.294,2
22.5479324902,120.54068894,0.1865,2
22.5953217,120.49155993,0.1021,2
22.6867788902,120.490488265,0.4111,2
22.6869807303,120.48978835,0.48,2
22.6873306553,120.495066215,0.0637,2
22.6864487053,120.49359235,0.1318,2
22.6850940553,120.490404965,0.4841,2
22.6369090402,120.345011265,0.1897,2
22.6594072,120.47472405,0.4745,2
22.6577382151,120.4764725,0.2565,2
24.3004302901,120.71289964,0.2683,2
23.7605127,120.68352125,0.1715,2
23.75842655,120.6852367,0.1868,2
22.5568623553,120.542236015,0.4517,2
22.5580331402,120.54002505,0.2635,2
22.5599107402,120.5445744,0.465,2
22.5614892401,120.54089149,0.1471,2
22.5590330803,120.542825915,0.3205,2
22.6622960303,120.51290498,0.1266,2
22.6618897401,120.51230684,0.1945,2
22.6630217402,120.51417284,0.0964,2
24.15201455,120.64385393,0.1857,2
22.6864273401,120.485830415,0.0753,2
22.6836006401,120.483027465,0.4635,2
22.6867772651,120.49110828,0.4742,2
22.68357275,120.48302488,0.4657,2
22.68678475,120.484387305,0.2287,2
22.6858953151,120.489634415,0.3209,2
